Name,Card Link,Collector Number,Rarity,Domain 1,Domain 2,types,Subtype 1,Subtype 2,Subtype 3,Subtype 4,Subtype 5,supertypes,cmc,Energy,Power,Total Cost,Might,Description,ALT TEXT,Tags
"Jax, Unmatched",https://riftdecks.com/cards/details-jax-unmatched,SFD-054a/221,showcase,calm,,unit,jax,icathia,,,,champion,5,5,C,5C,5,"[Deflect]  (Opponents must pay [A] to choose me with a spell or ability.) 
Each Equipment in your hand has [Quick-Draw].  (It gains [Reaction]. When you play it, attach it to a unit you control.) ","Riftbound Unit: Jax, Unmatched. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
Each Equipment in your hand has [Quick-Draw]. (It gains [Reaction]. When you play it, attach it to a unit you control.)",
Needlessly Large Yordle,https://riftdecks.com/cards/details-needlessly-large-yordle,SFD-055/221,rare,calm,,unit,yordle,bandlecity,,,,,10,10,CCC,10CCC,5,"[Shield 5]  (+5 [S] while I'm a defender.) 
[Tank]  (I must be assigned combat damage first.) 
I cost \[2]\[C] less for each point you scored from holding this turn.","Riftbound Unit: Needlessly Large Yordle. [Shield 5] (+5 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)
I cost [2][C] less for each point you scored from holding this turn.",
Sterak's Gage,https://riftdecks.com/cards/details-steraks-gage,SFD-056/221,rare,calm,,gear,equipment,,,,,,3,3,CC,3CC,3,"[Quick-Draw]  (This has [Reaction]. When you play it, attach it to a unit you control.)  [Equip] [C]  ([C]: Attach this to a unit you control.) ","Riftbound Gear: Sterak's Gage. [Quick-Draw] (This has [Reaction]. When you play it, attach it to a unit you control.) [Equip] [C] ([C]: Attach this to a unit you control.)",
"Ornn, Blacksmith",https://riftdecks.com/cards/details-ornn-blacksmith,SFD-058/221,epic,calm,,unit,ornn,freljord,,,,champion,5,5,C,5C,5,"When you play me or when I hold, look at the top 4 cards of your Main Deck. You may reveal a gear from among them and draw it. Then recycle the rest.","Riftbound Unit: Ornn, Blacksmith. When you play me or when I hold, look at the top 4 cards of your Main Deck. You may reveal a gear from among them and draw it. Then recycle the rest.",
Svellsongur,https://riftdecks.com/cards/details-svellsongur,SFD-059/221,epic,calm,,gear,equipment,,,,,,3,3,C,3C,,"[Equip] \[1]\[C]  (\[1]\[C]: Attach this to a unit you control.) 
As this is attached to a unit, copy that unit's text to this Equipment's effect text for as long as this is attached to it.","Riftbound Gear: Svellsongur. [Equip] [1][C] ([1][C]: Attach this to a unit you control.)
As this is attached to a unit, copy that unit's text to this Equipment's effect text for as long as this is attached to it.",
Tianna Crownguard,https://riftdecks.com/cards/details-tianna-crownguard,SFD-060/221,epic,calm,,unit,elite,demacia,,,,,7,7,CC,7CC,4,"[Deflect]  (Opponents must pay [A] to choose me with a spell or ability.) 
While I'm at a battlefield, opponents can't score points.","Riftbound Unit: Tianna Crownguard. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
While I'm at a battlefield, opponents can't score points.",
Aspiring Engineer,https://riftdecks.com/cards/details-aspiring-engineer,SFD-061/221,common,mind,,unit,piltover,,,,,,3,3,C,3C,3,"When you play me, return a gear from your trash to your hand.","Riftbound Unit: Aspiring Engineer. When you play me, return a gear from your trash to your hand.",
Bubble Bot,https://riftdecks.com/cards/details-bubble-bot,SFD-062/221,common,mind,,unit,mech,yordle,bandlecity,,,,3,3,,3,3,"When you play me, ready another friendly Mech.","Riftbound Unit: Bubble Bot. When you play me, ready another friendly Mech.",
Chemtech Cask,https://riftdecks.com/cards/details-chemtech-cask,SFD-063/221,common,mind,,gear,,,,,,,1,1,,1,,"When you play a spell on an opponent's turn, you may exhaust me to play a Gold gear token exhausted.","Riftbound Gear: Chemtech Cask. When you play a spell on an opponent's turn, you may exhaust me to play a Gold gear token exhausted.",
Cloth Armor,https://riftdecks.com/cards/details-cloth-armor,SFD-064/221,common,mind,,gear,equipment,,,,,,1,1,,1,,"[Quick-Draw]  (This has [Reaction]. When you play it, attach it to a unit you control.) 
[Equip] [C]  ([C]: Attach this to a unit you control.) ","Riftbound Gear: Cloth Armor. [Quick-Draw] (This has [Reaction]. When you play it, attach it to a unit you control.)
[Equip] [C] ([C]: Attach this to a unit you control.)",
Forecaster,https://riftdecks.com/cards/details-forecaster,SFD-065/221,common,mind,,unit,mech,yordle,bandlecity,,,,2,2,,2,2,"Your Mechs have [Vision].  (When you play us, look at the top card of your Main Deck. You may recycle it.) ","Riftbound Unit: Forecaster. Your Mechs have [Vision]. (When you play us, look at the top card of your Main Deck. You may recycle it.)",
Frigid Touch,https://riftdecks.com/cards/details-frigid-touch,SFD-066/221,common,mind,,spell,,,,,,,2,2,,2,,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
[Repeat] [2]  (You may pay the additional cost to repeat this spell's effect.) 
Give a unit -2 [S] this turn.","Riftbound Spell: Frigid Touch. [Reaction] (Play any time, even before spells and abilities resolve.)
[Repeat] [2] (You may pay the additional cost to repeat this spell's effect.)
Give a unit -2 [S] this turn.",
Frostcoat Cub,https://riftdecks.com/cards/details-frostcoat-cub,SFD-067/221,common,mind,,unit,dog,freljord,,,,,3,3,,3,3,"You may pay [C] as an additional cost to play me.
When you play me, if you paid the additional cost, give a unit -2 [S] this turn.","Riftbound Unit: Frostcoat Cub. You may pay [C] as an additional cost to play me.
When you play me, if you paid the additional cost, give a unit -2 [S] this turn.",
Gearhead,https://riftdecks.com/cards/details-gearhead,SFD-068/221,common,mind,,unit,zaun,,,,,,5,5,,5,3,"[Accelerate]**   ** (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
Each Equipment attached to me gives double its base Might bonus.","Riftbound Unit: Gearhead. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
Each Equipment attached to me gives double its base Might bonus.",
Plundering Poro,https://riftdecks.com/cards/details-plundering-poro,SFD-069/221,common,mind,,unit,poro,pirate,bilgewater,,,,2,2,,2,2,"When I conquer, play a Gold gear token exhausted.","Riftbound Unit: Plundering Poro. When I conquer, play a Gold gear token exhausted.",
Wages of Pain,https://riftdecks.com/cards/details-wages-of-pain,SFD-070/221,common,mind,,spell,,,,,,,3,3,,3,,"[Hidden]  (Hide now for [A] to react with later for [0].) 
[Action]  (Play on your turn or in showdowns.) 
Deal 3 to a unit at a battlefield. Play a Gold gear token exhausted.","Riftbound Spell: Wages of Pain. [Hidden] (Hide now for [A] to react with later for [0].)
[Action] (Play on your turn or in showdowns.)
Deal 3 to a unit at a battlefield. Play a Gold gear token exhausted.",
Breakneck Mech,https://riftdecks.com/cards/details-breakneck-mech,SFD-071/221,uncommon,mind,,unit,mech,yordle,bandlecity,,,,8,8,CC,8CC,7,"Your Mechs have [Deflect] and [Ganking].  (Opponents must pay [A] to choose us with a spell or ability. We can move from battlefield to battlefield.) 
I enter ready if you control another Mech.","Riftbound Unit: Breakneck Mech. Your Mechs have [Deflect] and [Ganking]. (Opponents must pay [A] to choose us with a spell or ability. We can move from battlefield to battlefield.)
I enter ready if you control another Mech.",
Dropboarder,https://riftdecks.com/cards/details-dropboarder,SFD-072/221,uncommon,mind,,unit,zaun,,,,,,4,4,,4,4,"When you play me, if you control two or more gear, ready me.","Riftbound Unit: Dropboarder. When you play me, if you control two or more gear, ready me.",
Experimental Hexplate,https://riftdecks.com/cards/details-experimental-hexplate,SFD-073/221,uncommon,mind,,gear,equipment,,,,,,1,1,,1,1,[Equip] [C]  ([C]: Attach this to a unit you control.) ,Riftbound Gear: Experimental Hexplate. [Equip] [C] ([C]: Attach this to a unit you control.),
Pickpocket,https://riftdecks.com/cards/details-pickpocket,SFD-074/221,uncommon,mind,,unit,zaun,,,,,,3,3,,3,3,"When you play me, you may kill a gear with Energy cost no more than [1]. If you do, play a Gold gear token exhausted.","Riftbound Unit: Pickpocket. When you play me, you may kill a gear with Energy cost no more than [1]. If you do, play a Gold gear token exhausted.",
Prize of Progress,https://riftdecks.com/cards/details-prize-of-progress,SFD-075/221,uncommon,mind,,unit,mech,piltover,,,,,4,4,C,4C,3,"When you use an activated ability of a gear, give me +1 [S] this turn.","Riftbound Unit: Prize of Progress. When you use an activated ability of a gear, give me +1 [S] this turn.",
Production Surge,https://riftdecks.com/cards/details-production-surge,SFD-076/221,uncommon,mind,,spell,,,,,,,4,4,C,4C,,"This costs [2] less if you control a Mech.
Play a 3 [S] Mech unit token to your base.
Draw 1.","Riftbound Spell: Production Surge. This costs [2] less if you control a Mech.
Play a 3 [S] Mech unit token to your base.
Draw 1.",
Rocket Barrage,https://riftdecks.com/cards/details-rocket-barrage,SFD-077/221,uncommon,mind,,spell,,,,,,,4,4,C,4C,,"[Repeat] \[4]\[C]  (You may pay the additional cost to repeat this spell's effect, and may make different choices.) 
Choose one —
- Deal 4 to a unit in a base.
- Kill a gear.","Riftbound Spell: Rocket Barrage. [Repeat] [4][C] (You may pay the additional cost to repeat this spell's effect, and may make different choices.)
Choose one —
- Deal 4 to a unit in a base.
- Kill a gear.",
Temporal Portal,https://riftdecks.com/cards/details-temporal-portal,SFD-078/221,uncommon,mind,,gear,,,,,,,3,3,,3,,"[A], [T]: Give the next spell you play this turn [Repeat] equal to its cost.  (You may pay the additional cost to repeat the spell's effect.) ","Riftbound Gear: Temporal Portal. [A], [T]: Give the next spell you play this turn [Repeat] equal to its cost. (You may pay the additional cost to repeat the spell's effect.)",
"Bard, Mercurial",https://riftdecks.com/cards/details-bard-mercurial,SFD-079/221,rare,mind,,unit,bard,,,,,champion,4,4,C,4C,4,"You may exhaust your legend as an additional cost to play me.
When you play me, if you paid the additional cost, move any number of your units to an open battlefield.","Riftbound Unit: Bard, Mercurial. You may exhaust your legend as an additional cost to play me.
When you play me, if you paid the additional cost, move any number of your units to an open battlefield.",
Bellows Breath,https://riftdecks.com/cards/details-bellows-breath,SFD-080/221,rare,mind,,spell,,,,,,,1,1,C,1C,,"[Action]  (Play on your turn or in showdowns.) 
[Repeat] \[1]\[C]  (You may pay the additional cost to repeat this spell's effect.) 
Deal 1 to up to three units at the same location.","Riftbound Spell: Bellows Breath. [Action] (Play on your turn or in showdowns.)
[Repeat] [1][C] (You may pay the additional cost to repeat this spell's effect.)
Deal 1 to up to three units at the same location.",
Card Sharp,https://riftdecks.com/cards/details-card-sharp,SFD-081/221,rare,mind,,unit,bilgewater,,,,,,3,3,,3,3,"When you play me, you and each opponent may play a Gold gear token exhausted. For each opponent who did, you play a Gold gear token exhausted.","Riftbound Unit: Card Sharp. When you play me, you and each opponent may play a Gold gear token exhausted. For each opponent who did, you play a Gold gear token exhausted.",
"Ezreal, Dashing",https://riftdecks.com/cards/details-ezreal-dashing,SFD-082a/221,showcase,mind,,unit,ezreal,piltover,,,,champion,4,4,C,4C,3,"When I attack or defend, deal damage equal to my Might to an enemy unit here.
I don't deal combat damage.
[C]: [Action] — Move me to your base.","Riftbound Unit: Ezreal, Dashing. When I attack or defend, deal damage equal to my Might to an enemy unit here.
I don't deal combat damage.
[C]: [Action] — Move me to your base.",
Hextech Anomaly,https://riftdecks.com/cards/details-hextech-anomaly,SFD-083/221,rare,mind,,gear,,,,,,,3,3,C,3C,,[T]: [Reaction] — Pay any amount of [A] to [Add] that much Energy.  (Abilities that add resources can't be reacted to.) ,Riftbound Gear: Hextech Anomaly. [T]: [Reaction] — Pay any amount of [A] to [Add] that much Energy. (Abilities that add resources can't be reacted to.),
"Jayce, Man of Progress",https://riftdecks.com/cards/details-jayce-man-of-progress,SFD-084/221,rare,mind,,unit,jayce,piltover,,,,champion,4,4,,4,4,"When you play me, you may kill a friendly gear. If you do, you may play a gear with Energy cost no more than [7] from hand this turn, ignoring its Energy cost.  (You must still pay its Power cost.) ","Riftbound Unit: Jayce, Man of Progress. When you play me, you may kill a friendly gear. If you do, you may play a gear with Energy cost no more than [7] from hand this turn, ignoring its Energy cost. (You must still pay its Power cost.)",
"Ornn, Forge God",https://riftdecks.com/cards/details-ornn-forge-god,SFD-085/221,rare,mind,,unit,ornn,freljord,,,,champion,6,6,,6,4,"[Deflect 2]  (Opponents must pay \[A]\[A] to choose me with a spell or ability.) 
[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.) 
I have +1 [S] for each friendly gear.","Riftbound Unit: Ornn, Forge God. [Deflect 2] (Opponents must pay [A][A] to choose me with a spell or ability.)
[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)
I have +1 [S] for each friendly gear.",
World Atlas,https://riftdecks.com/cards/details-world-atlas,SFD-086/221,rare,mind,,gear,equipment,,,,,,3,3,,3,2,[Equip] [C]  ([C]: Attach this to a unit you control.) ,Riftbound Gear: World Atlas. [Equip] [C] ([C]: Attach this to a unit you control.),
Premonition,https://riftdecks.com/cards/details-premonition,SFD-087/221,epic,mind,,spell,,,,,,,2,2,CCC,2CCC,,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
Draw 3.","Riftbound Spell: Premonition. [Reaction] (Play any time, even before spells and abilities resolve.)
Draw 3.",
"Renata Glasc, Mastermind",https://riftdecks.com/cards/details-renata-glasc-mastermind,SFD-088/221,epic,mind,,unit,renataglasc,zaun,,,,champion,5,5,,5,4,"\[1]\[C]: Draw 1.
\[4]\[C]\[C]\[C][C], [T]: Score 1 point. 
Use my abilities only while I'm at a battlefield.","Riftbound Unit: Renata Glasc, Mastermind. [1][C]: Draw 1.
[4][C][C][C][C], [T]: Score 1 point. 
Use my abilities only while I'm at a battlefield.",
"Rumble, Scrapper",https://riftdecks.com/cards/details-rumble-scrapper,SFD-089/221,epic,mind,,unit,mech,yordle,rumble,bandlecity,,champion,5,5,C,5C,4,"Your Mechs have +1 [S]  (including me) .
When I hold, play a 3 [S] Mech unit token to your base.","Riftbound Unit: Rumble, Scrapper. Your Mechs have +1 [S] (including me).
When I hold, play a 3 [S] Mech unit token to your base.",
The Zero Drive,https://riftdecks.com/cards/details-the-zero-drive,SFD-090/221,epic,mind,,gear,equipment,,,,,,3,3,,3,2,"[Equip] \[1]\[C]  (\[1]\[C]: Attach this to a unit you control.) 
\[3]\[C], Banish this: Play all units banished with this, ignoring their costs.  (Use only if unattached.) ","Riftbound Gear: The Zero Drive. [Equip] [1][C] ([1][C]: Attach this to a unit you control.)
[3][C], Banish this: Play all units banished with this, ignoring their costs. (Use only if unattached.)",
Buhru Captain,https://riftdecks.com/cards/details-buhru-captain,SFD-091/221,common,body,,unit,bilgewater,,,,,,3,3,C,3C,3,"When you play me, you may draw 1 or buff me.  (To buff a unit, give it a +1 [S] buff if it doesn't already have one.) ","Riftbound Unit: Buhru Captain. When you play me, you may draw 1 or buff me. (To buff a unit, give it a +1 [S] buff if it doesn't already have one.)",
Combat Chef,https://riftdecks.com/cards/details-combat-chef,SFD-092/221,common,body,,unit,demacia,,,,,,5,5,,5,5,"[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.) ","Riftbound Unit: Combat Chef. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)",
Dauntless Vanguard,https://riftdecks.com/cards/details-dauntless-vanguard,SFD-093/221,common,body,,unit,elite,demacia,,,,,4,4,C,4C,4,You may play me to an occupied enemy battlefield.,Riftbound Unit: Dauntless Vanguard. You may play me to an occupied enemy battlefield.,
